epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1254.32,1.68557,0.8409,1.1668,0.78339,0.64443,0.64361,0.31019,1.80192,0.893,1.15318,0.000499354,0.000499354,0.000499354
25,1305.72,1.70452,0.8221,1.16656,0.8062,0.66395,0.6955,0.35542,1.64511,0.8226,1.10846,0.000499297,0.000499297,0.000499297
26,1357.13,1.63916,0.79462,1.14657,0.86598,0.77655,0.80629,0.42572,1.63836,0.82177,1.11311,0.000499237,0.000499237,0.000499237
27,1408.93,1.62892,0.7875,1.1429,0.81832,0.79661,0.79966,0.44019,1.57697,0.81484,1.09013,0.000499175,0.000499175,0.000499175
28,1460.51,1.61802,0.80322,1.15283,0.79109,0.66938,0.68024,0.34934,1.60354,0.78371,1.09646,0.00049911,0.00049911,0.00049911
29,1511.89,1.59849,0.78494,1.13486,0.8481,0.7474,0.80088,0.44276,1.54833,0.765,1.08466,0.000499043,0.000499043,0.000499043
30,1563.54,1.59291,0.77276,1.14656,0.80378,0.73292,0.73406,0.39477,1.56833,0.7997,1.08917,0.000498974,0.000498974,0.000498974
31,1614.79,1.56986,0.75777,1.15046,0.82947,0.78261,0.82613,0.46129,1.5765,0.79894,1.09165,0.000498902,0.000498902,0.000498902
32,1666.59,1.56583,0.74736,1.1156,0.84646,0.84207,0.88952,0.50198,1.5418,0.76104,1.07859,0.000498827,0.000498827,0.000498827
33,1718.26,1.59211,0.75282,1.1225,0.83565,0.7765,0.81269,0.44195,1.58269,0.74302,1.08834,0.00049875,0.00049875,0.00049875
34,1769.63,1.57311,0.72666,1.14828,0.86091,0.8302,0.86381,0.47774,1.54555,0.73864,1.07761,0.000498671,0.000498671,0.000498671
35,1820.92,1.56864,0.71611,1.11702,0.8543,0.74925,0.7652,0.40862,1.61655,0.8162,1.09702,0.000498589,0.000498589,0.000498589
36,1872.06,1.54576,0.718,1.12751,0.85326,0.73113,0.75208,0.38414,1.64119,0.78274,1.10375,0.000498505,0.000498505,0.000498505
37,1923.13,1.53889,0.71831,1.12104,0.85493,0.81069,0.84633,0.45947,1.56751,0.8067,1.07808,0.000498419,0.000498419,0.000498419
38,1974.5,1.54328,0.71918,1.10359,0.85152,0.64721,0.68581,0.37672,1.54931,0.77053,1.08121,0.00049833,0.00049833,0.00049833
39,2025.76,1.57609,0.72046,1.11152,0.87433,0.66965,0.70348,0.38095,1.55016,0.78941,1.08155,0.000498238,0.000498238,0.000498238
40,2077.38,1.54797,0.70709,1.11559,0.8816,0.83446,0.8524,0.46699,1.56537,0.74314,1.07797,0.000498145,0.000498145,0.000498145
41,2128.88,1.51592,0.68691,1.10731,0.8027,0.8534,0.8651,0.46044,1.56541,0.73936,1.08572,0.000498048,0.000498048,0.000498048
42,2180.29,1.52542,0.69861,1.11123,0.83293,0.70892,0.73199,0.39255,1.58147,0.75166,1.08342,0.00049795,0.00049795,0.00049795
43,2231.67,1.50389,0.67654,1.09002,0.88586,0.82953,0.86509,0.49064,1.51457,0.75133,1.0621,0.000497849,0.000497849,0.000497849
44,2282.84,1.49667,0.68115,1.0856,0.89402,0.9061,0.93755,0.50881,1.63888,0.72911,1.09506,0.000497745,0.000497745,0.000497745
45,2334.38,1.51318,0.6793,1.11195,0.88895,0.85262,0.877,0.49261,1.53371,0.70517,1.06977,0.000497639,0.000497639,0.000497639
46,2385.65,1.48901,0.66261,1.0917,0.91194,0.86693,0.89086,0.49604,1.5572,0.69423,1.07152,0.000497531,0.000497531,0.000497531
47,2436.67,1.51122,0.66572,1.08526,0.89635,0.83782,0.85537,0.47192,1.5353,0.6963,1.06934,0.00049742,0.00049742,0.00049742
48,2487.96,1.48021,0.65598,1.08809,0.8081,0.70277,0.71158,0.38694,1.53348,0.72786,1.066,0.000497307,0.000497307,0.000497307
49,2539.12,1.47535,0.65827,1.07788,0.87915,0.75628,0.77116,0.41866,1.55827,0.72987,1.0734,0.000497191,0.000497191,0.000497191
50,2590.49,1.50774,0.68341,1.08569,0.9262,0.81737,0.85533,0.47709,1.55174,0.73833,1.07392,0.000497073,0.000497073,0.000497073
51,2641.64,1.46167,0.64659,1.08547,0.91883,0.84076,0.87785,0.48647,1.56671,0.72867,1.07704,0.000496953,0.000496953,0.000496953
52,2693.16,1.48798,0.64414,1.0809,0.87966,0.74705,0.7714,0.42405,1.55188,0.71865,1.06933,0.00049683,0.00049683,0.00049683
53,2744.58,1.49621,0.64693,1.06797,0.91284,0.81021,0.83771,0.46775,1.53282,0.70211,1.0638,0.000496705,0.000496705,0.000496705
54,2796.27,1.47279,0.64662,1.07701,0.9226,0.81138,0.84164,0.46711,1.52643,0.69146,1.05713,0.000496577,0.000496577,0.000496577
55,2848.1,1.46822,0.64087,1.07081,0.89376,0.67449,0.69981,0.36893,1.5718,0.74216,1.07052,0.000496447,0.000496447,0.000496447
56,2899.7,1.46034,0.63546,1.06396,0.84995,0.68459,0.71086,0.38197,1.57548,0.78389,1.07532,0.000496315,0.000496315,0.000496315
57,2951.23,1.46378,0.63011,1.07977,0.8517,0.73013,0.75287,0.41082,1.54812,0.68937,1.06483,0.00049618,0.00049618,0.00049618
58,3002.86,1.50174,0.65008,1.06791,0.8993,0.83622,0.84817,0.46244,1.53452,0.70806,1.06081,0.000496042,0.000496042,0.000496042
59,3054.62,1.48662,0.63479,1.07806,0.90104,0.73812,0.76054,0.41484,1.53079,0.70517,1.05945,0.000495903,0.000495903,0.000495903
60,3106.03,1.45122,0.62387,1.05606,0.90401,0.86215,0.8811,0.48853,1.51268,0.69696,1.05692,0.000495761,0.000495761,0.000495761
61,3157.14,1.43461,0.61719,1.07141,0.92186,0.83483,0.86742,0.48691,1.54024,0.68866,1.06392,0.000495616,0.000495616,0.000495616
62,3208.67,1.43907,0.62681,1.05444,0.92091,0.80103,0.83958,0.4713,1.53606,0.69367,1.05816,0.000495469,0.000495469,0.000495469
63,3260.11,1.46494,0.61459,1.08477,0.92318,0.82741,0.86442,0.48672,1.5091,0.7186,1.05249,0.00049532,0.00049532,0.00049532
64,3311.53,1.43842,0.61417,1.06536,0.88044,0.90966,0.92105,0.50783,1.52182,0.71446,1.05543,0.000495168,0.000495168,0.000495168
65,3362.88,1.42572,0.61576,1.05877,0.87241,0.79408,0.80571,0.44448,1.54228,0.69026,1.05956,0.000495014,0.000495014,0.000495014
66,3414.49,1.43198,0.60676,1.06795,0.92714,0.8391,0.88556,0.49955,1.52799,0.68326,1.0604,0.000494858,0.000494858,0.000494858
67,3465.95,1.41517,0.59827,1.05917,0.90844,0.90969,0.91993,0.52327,1.51341,0.66051,1.0509,0.000494699,0.000494699,0.000494699
68,3517.72,1.43135,0.59976,1.06243,0.92151,0.89665,0.92085,0.52631,1.48654,0.65806,1.04501,0.000494538,0.000494538,0.000494538
69,3569.52,1.40663,0.59969,1.04796,0.92105,0.81312,0.85396,0.47484,1.56237,0.72195,1.06485,0.000494374,0.000494374,0.000494374
70,3620.83,1.42822,0.6129,1.05714,0.87841,0.74142,0.77414,0.41971,1.52431,0.6922,1.05421,0.000494208,0.000494208,0.000494208
71,3672.12,1.43636,0.60237,1.05417,0.89743,0.73895,0.75375,0.40819,1.5653,0.70891,1.06657,0.000494039,0.000494039,0.000494039
72,3723.45,1.42205,0.60036,1.05771,0.94005,0.90326,0.92449,0.52867,1.48557,0.6462,1.04478,0.000493869,0.000493869,0.000493869
73,3775.25,1.44939,0.61195,1.04955,0.91278,0.83964,0.86756,0.48868,1.5151,0.67477,1.05067,0.000493695,0.000493695,0.000493695
74,3826.76,1.43797,0.59685,1.05934,0.91255,0.85573,0.88947,0.48625,1.57665,0.68071,1.07002,0.00049352,0.00049352,0.00049352
75,3878.37,1.39533,0.59626,1.06145,0.91171,0.90215,0.93781,0.52226,1.55994,0.66161,1.07282,0.000493342,0.000493342,0.000493342
76,3929.74,1.43881,0.61165,1.06247,0.90996,0.85927,0.87598,0.49591,1.50527,0.66964,1.05076,0.000493162,0.000493162,0.000493162
77,3981.06,1.41203,0.60289,1.04735,0.90592,0.85471,0.87133,0.49034,1.54275,0.66017,1.06486,0.000492979,0.000492979,0.000492979
78,4032.44,1.40264,0.58934,1.06372,0.89413,0.70611,0.73054,0.39307,1.5653,0.69924,1.06308,0.000492794,0.000492794,0.000492794
79,4083.85,1.42034,0.59623,1.07043,0.91091,0.81938,0.86237,0.48866,1.51199,0.68113,1.05092,0.000492606,0.000492606,0.000492606
80,4136.65,1.41121,0.60107,1.06066,0.91107,0.85946,0.87649,0.48596,1.52876,0.66328,1.05255,0.000492417,0.000492417,0.000492417
81,4187.87,1.41032,0.60193,1.06278,0.90011,0.82839,0.86712,0.478,1.58208,0.6649,1.07059,0.000492224,0.000492224,0.000492224
82,4239.16,1.36831,0.59604,1.04448,0.89031,0.8732,0.91566,0.52043,1.50579,0.65799,1.0514,0.00049203,0.00049203,0.00049203
83,4290.55,1.40938,0.58893,1.06338,0.93734,0.84366,0.88412,0.48933,1.55251,0.68276,1.06265,0.000491833,0.000491833,0.000491833
84,4341.79,1.39542,0.59262,1.06829,0.92576,0.88754,0.92814,0.52232,1.52723,0.68859,1.0551,0.000491634,0.000491634,0.000491634
85,4393.2,1.37077,0.59169,1.05873,0.90837,0.8651,0.89151,0.50872,1.48413,0.64589,1.04686,0.000491432,0.000491432,0.000491432
86,4444.62,1.37972,0.57938,1.04964,0.92222,0.84996,0.88071,0.4992,1.48988,0.62356,1.04479,0.000491228,0.000491228,0.000491228
87,4496.12,1.36169,0.56943,1.04045,0.94282,0.88341,0.92393,0.5217,1.48933,0.62086,1.04621,0.000491022,0.000491022,0.000491022
88,4547.38,1.39689,0.58272,1.03905,0.89885,0.85936,0.8832,0.49618,1.48952,0.63972,1.04333,0.000490813,0.000490813,0.000490813
89,4598.82,1.37698,0.56695,1.04568,0.91283,0.84692,0.86191,0.49295,1.47894,0.63147,1.04122,0.000490602,0.000490602,0.000490602
90,4650.19,1.39149,0.56903,1.05519,0.9055,0.84004,0.85247,0.48369,1.49101,0.64059,1.04876,0.000490388,0.000490388,0.000490388
91,4701.68,1.35753,0.55788,1.03906,0.93363,0.83402,0.87031,0.50187,1.46779,0.63036,1.03982,0.000490173,0.000490173,0.000490173
92,4752.88,1.36427,0.55802,1.03069,0.94162,0.88798,0.92058,0.52714,1.50161,0.6375,1.04684,0.000489955,0.000489955,0.000489955
93,4804.36,1.35876,0.5588,1.03042,0.90697,0.70913,0.76051,0.42362,1.50272,0.65988,1.04939,0.000489734,0.000489734,0.000489734
94,4855.92,1.35061,0.56296,1.04499,0.92158,0.79134,0.82111,0.46842,1.47405,0.63498,1.03767,0.000489511,0.000489511,0.000489511
95,4907.52,1.37381,0.56131,1.03264,0.83081,0.90412,0.88572,0.50307,1.48108,0.64049,1.04229,0.000489286,0.000489286,0.000489286
96,4959.12,1.37443,0.56877,1.03848,0.92837,0.88036,0.90281,0.51763,1.46968,0.63822,1.03592,0.000489059,0.000489059,0.000489059
97,5010.9,1.40965,0.58285,1.0352,0.93311,0.78759,0.82036,0.46813,1.47865,0.65814,1.03988,0.000488829,0.000488829,0.000488829
98,5062.5,1.37847,0.57013,1.03822,0.90922,0.73871,0.76887,0.42787,1.49736,0.70924,1.0444,0.000488597,0.000488597,0.000488597
99,5114.05,1.36218,0.5591,1.02945,0.9125,0.85396,0.86693,0.47789,1.52132,0.64366,1.0497,0.000488362,0.000488362,0.000488362
100,5165.35,1.37767,0.5594,1.02886,0.9293,0.78031,0.81991,0.45174,1.5505,0.65296,1.06143,0.000488126,0.000488126,0.000488126
101,5216.6,1.35008,0.55893,1.03476,0.9183,0.86565,0.8885,0.49925,1.51782,0.65174,1.05055,0.000487886,0.000487886,0.000487886
102,5268.48,1.35716,0.54711,1.03759,0.90225,0.82188,0.83789,0.46536,1.54345,0.63735,1.05913,0.000487645,0.000487645,0.000487645
103,5320.27,1.37468,0.57139,1.03495,0.92795,0.79512,0.81254,0.45231,1.50676,0.62052,1.04995,0.000487401,0.000487401,0.000487401
104,5371.73,1.33926,0.54961,1.03441,0.92343,0.87185,0.89071,0.51031,1.46153,0.60948,1.0356,0.000487155,0.000487155,0.000487155
105,5423.42,1.33334,0.54272,1.02659,0.91711,0.85634,0.893,0.5171,1.46766,0.62099,1.0383,0.000486907,0.000486907,0.000486907
106,5474.98,1.35669,0.55128,1.03165,0.94063,0.8835,0.91183,0.50562,1.50056,0.61247,1.04471,0.000486656,0.000486656,0.000486656
107,5526.47,1.34489,0.55325,1.031,0.92236,0.89366,0.90866,0.51216,1.5206,0.61738,1.05046,0.000486403,0.000486403,0.000486403
108,5577.97,1.36014,0.55591,1.04022,0.87645,0.77967,0.79564,0.44851,1.47319,0.63923,1.04127,0.000486148,0.000486148,0.000486148
109,5629.58,1.35932,0.54799,1.03248,0.88136,0.89878,0.9224,0.50687,1.52453,0.63079,1.05308,0.00048589,0.00048589,0.00048589
110,5681.08,1.32929,0.54305,1.02232,0.91911,0.87337,0.9028,0.51537,1.48239,0.60784,1.04305,0.00048563,0.00048563,0.00048563
111,5732.68,1.34398,0.54108,1.01794,0.89505,0.79354,0.81865,0.44615,1.5538,0.65437,1.06641,0.000485368,0.000485368,0.000485368
112,5784.25,1.3723,0.55618,1.01861,0.90708,0.81061,0.82361,0.45264,1.51969,0.64895,1.05362,0.000485103,0.000485103,0.000485103
113,5835.74,1.35414,0.54359,1.03136,0.83011,0.71691,0.72907,0.40041,1.48711,0.69461,1.04029,0.000484837,0.000484837,0.000484837
114,5887.33,1.34533,0.54283,1.02954,0.91894,0.79801,0.82539,0.46632,1.50123,0.64103,1.05066,0.000484568,0.000484568,0.000484568
115,5938.69,1.35358,0.54564,1.02243,0.91923,0.75527,0.79093,0.43207,1.54221,0.67399,1.0585,0.000484296,0.000484296,0.000484296
116,5989.88,1.32401,0.53916,1.02204,0.8954,0.85312,0.87677,0.49957,1.47208,0.64361,1.03635,0.000484022,0.000484022,0.000484022
117,6041.19,1.3352,0.53747,1.03738,0.86359,0.83235,0.85338,0.48187,1.49049,0.65297,1.04691,0.000483746,0.000483746,0.000483746
118,6092.68,1.35905,0.54517,1.03172,0.87496,0.79396,0.80881,0.45376,1.53167,0.6866,1.0583,0.000483468,0.000483468,0.000483468
119,6144.13,1.3386,0.54216,1.02745,0.90958,0.88904,0.9124,0.50098,1.52922,0.62574,1.05208,0.000483188,0.000483188,0.000483188
120,6195.5,1.35256,0.54563,1.03343,0.93384,0.80779,0.82774,0.46242,1.48375,0.61765,1.04273,0.000482905,0.000482905,0.000482905
121,6246.99,1.34716,0.53697,1.03371,0.9209,0.84723,0.86564,0.48327,1.52341,0.63239,1.05433,0.00048262,0.00048262,0.00048262
122,6298.36,1.31501,0.53804,1.01918,0.92518,0.89045,0.91489,0.53185,1.47706,0.63126,1.0425,0.000482332,0.000482332,0.000482332
123,6350.23,1.32565,0.52854,1.03487,0.91682,0.81423,0.83221,0.48283,1.46859,0.62062,1.03962,0.000482043,0.000482043,0.000482043
124,6401.52,1.3065,0.52842,1.03875,0.91174,0.82192,0.84791,0.48419,1.47973,0.60494,1.04047,0.000481751,0.000481751,0.000481751
125,6453.09,1.30374,0.52421,1.02243,0.91092,0.82068,0.83757,0.47818,1.4634,0.61623,1.03335,0.000481457,0.000481457,0.000481457
126,6504.65,1.30552,0.53284,1.01459,0.91285,0.74997,0.7702,0.42537,1.52997,0.63691,1.05376,0.00048116,0.00048116,0.00048116
127,6556.15,1.30291,0.5215,1.02628,0.92037,0.74491,0.78184,0.43539,1.51004,0.64761,1.04688,0.000480862,0.000480862,0.000480862
128,6608.43,1.34536,0.54499,1.01383,0.89015,0.79197,0.83433,0.4756,1.48643,0.63036,1.04261,0.000480561,0.000480561,0.000480561
129,6660.09,1.3024,0.53311,1.01858,0.92436,0.8782,0.91127,0.51528,1.49127,0.60693,1.0487,0.000480257,0.000480257,0.000480257
130,6711.83,1.32746,0.53338,1.01417,0.9006,0.82448,0.83817,0.47357,1.48999,0.62065,1.04854,0.000479952,0.000479952,0.000479952
131,6763.1,1.29488,0.52242,1.00736,0.91216,0.85639,0.89113,0.50045,1.53014,0.66625,1.05519,0.000479644,0.000479644,0.000479644
132,6814.47,1.30137,0.52775,1.01707,0.92827,0.81977,0.85634,0.48163,1.49792,0.63999,1.04605,0.000479334,0.000479334,0.000479334
133,6865.8,1.30445,0.52266,1.01642,0.92589,0.86525,0.90843,0.50496,1.51127,0.62594,1.04854,0.000479022,0.000479022,0.000479022
134,6917.15,1.31425,0.52847,1.01796,0.93826,0.87287,0.92396,0.52816,1.50765,0.60789,1.05254,0.000478708,0.000478708,0.000478708
135,6968.89,1.32326,0.53056,1.0123,0.92284,0.80587,0.83893,0.47435,1.52993,0.63827,1.0572,0.000478391,0.000478391,0.000478391
136,7020.21,1.30028,0.52118,1.0123,0.90703,0.80123,0.82633,0.45298,1.54939,0.63907,1.06465,0.000478072,0.000478072,0.000478072
137,7071.59,1.30873,0.52553,1.02291,0.92612,0.75982,0.79478,0.44629,1.51766,0.62276,1.05059,0.000477751,0.000477751,0.000477751
138,7122.98,1.3109,0.52221,1.02272,0.92217,0.83259,0.86833,0.49385,1.53452,0.64017,1.05675,0.000477428,0.000477428,0.000477428
139,7174.36,1.29463,0.5218,1.01847,0.92529,0.89842,0.9431,0.53797,1.53662,0.64751,1.05598,0.000477102,0.000477102,0.000477102
140,7226.14,1.28039,0.51642,1.01299,0.94416,0.8494,0.89126,0.51197,1.51284,0.62658,1.05036,0.000476775,0.000476775,0.000476775
141,7277.56,1.30896,0.53127,1.0158,0.92989,0.82126,0.85936,0.49025,1.52495,0.62969,1.05362,0.000476445,0.000476445,0.000476445
142,7328.82,1.30721,0.52268,1.01779,0.9419,0.84311,0.87265,0.48677,1.58214,0.64356,1.07125,0.000476113,0.000476113,0.000476113
143,7380.2,1.32633,0.52319,1.02491,0.9216,0.91347,0.92096,0.51659,1.50067,0.61998,1.04643,0.000475778,0.000475778,0.000475778
144,7431.5,1.31414,0.52899,1.02824,0.94342,0.812,0.83167,0.46948,1.51351,0.59487,1.05513,0.000475442,0.000475442,0.000475442
145,7482.86,1.31931,0.53001,1.02312,0.93371,0.73869,0.74813,0.40783,1.53642,0.63316,1.06107,0.000475103,0.000475103,0.000475103
146,7534.37,1.30691,0.52266,1.01734,0.94608,0.89792,0.9159,0.5162,1.52586,0.5897,1.05649,0.000474762,0.000474762,0.000474762
147,7585.64,1.31407,0.5219,1.01352,0.92393,0.8456,0.87849,0.49265,1.53962,0.61642,1.06497,0.000474419,0.000474419,0.000474419
148,7637.18,1.28042,0.51282,1.00848,0.93465,0.88881,0.90973,0.52087,1.45969,0.58861,1.03572,0.000474073,0.000474073,0.000474073
149,7689.11,1.27776,0.5056,1.00011,0.93811,0.89125,0.92673,0.52554,1.51848,0.59636,1.0498,0.000473726,0.000473726,0.000473726
150,7740.75,1.27859,0.51317,1.01396,0.94167,0.86697,0.8958,0.50693,1.51021,0.59318,1.05095,0.000473376,0.000473376,0.000473376
151,7792.1,1.25667,0.50279,0.99985,0.92737,0.86689,0.87758,0.48669,1.52987,0.61704,1.05402,0.000473024,0.000473024,0.000473024
152,7843.83,1.27255,0.50854,1.01435,0.9354,0.85164,0.87597,0.49458,1.49484,0.60343,1.04515,0.00047267,0.00047267,0.00047267
153,7895.58,1.24816,0.49883,0.99697,0.95134,0.91433,0.9455,0.54211,1.50483,0.59069,1.04863,0.000472314,0.000472314,0.000472314
154,7947.59,1.28854,0.5084,1.00363,0.93767,0.86852,0.90316,0.50953,1.50844,0.6185,1.04583,0.000471955,0.000471955,0.000471955
155,7999.15,1.28723,0.51106,1.0136,0.94132,0.8595,0.9029,0.50404,1.5412,0.60622,1.0595,0.000471595,0.000471595,0.000471595
156,8050.55,1.26684,0.50186,1.00392,0.92986,0.87488,0.90673,0.51059,1.513,0.62077,1.05154,0.000471232,0.000471232,0.000471232
157,8101.86,1.23929,0.49831,0.98502,0.93056,0.78024,0.81943,0.45547,1.52386,0.60737,1.05314,0.000470867,0.000470867,0.000470867
158,8153.25,1.25001,0.50308,0.99585,0.9526,0.85641,0.89678,0.5001,1.52275,0.59348,1.05615,0.0004705,0.0004705,0.0004705
159,8204.6,1.25203,0.49563,1.01015,0.93888,0.81109,0.83635,0.46325,1.54085,0.60339,1.06163,0.000470131,0.000470131,0.000470131
160,8256.17,1.25821,0.49888,0.99149,0.94485,0.77071,0.80403,0.44334,1.52471,0.6066,1.05689,0.000469759,0.000469759,0.000469759
161,8307.52,1.25867,0.49663,1.00254,0.93247,0.77198,0.80057,0.44722,1.50722,0.60912,1.04719,0.000469386,0.000469386,0.000469386
162,8359,1.25762,0.49714,1.0074,0.94385,0.88451,0.91325,0.52798,1.48317,0.6067,1.04041,0.00046901,0.00046901,0.00046901
163,8410.48,1.24133,0.49388,0.99836,0.9171,0.81826,0.83855,0.46054,1.538,0.63514,1.05925,0.000468632,0.000468632,0.000468632
164,8461.92,1.23869,0.5129,0.98908,0.90832,0.80271,0.82856,0.46232,1.52365,0.6566,1.05077,0.000468253,0.000468253,0.000468253
165,8513.35,1.22608,0.495,0.99735,0.91416,0.74431,0.76299,0.42118,1.52247,0.66,1.0576,0.00046787,0.00046787,0.00046787
166,8564.68,1.25321,0.50302,1.004,0.9294,0.81951,0.84543,0.46284,1.56229,0.64755,1.0643,0.000467486,0.000467486,0.000467486
167,8616.24,1.2577,0.50066,1.00197,0.92809,0.83074,0.85254,0.4791,1.52625,0.62915,1.05663,0.0004671,0.0004671,0.0004671
168,8667.61,1.2471,0.49576,0.99368,0.93357,0.88846,0.91269,0.51786,1.52618,0.61713,1.05365,0.000466712,0.000466712,0.000466712
169,8718.91,1.24332,0.49442,0.99822,0.94056,0.76374,0.78796,0.43759,1.52151,0.61936,1.05838,0.000466321,0.000466321,0.000466321
170,8770.3,1.25887,0.4925,0.99648,0.91877,0.79381,0.82017,0.44392,1.5685,0.6442,1.07096,0.000465928,0.000465928,0.000465928
171,8821.85,1.26606,0.5004,1.01002,0.92653,0.83134,0.85131,0.47637,1.50595,0.59508,1.04842,0.000465534,0.000465534,0.000465534
172,8873.25,1.22529,0.48678,0.9969,0.94885,0.82914,0.86344,0.48637,1.53362,0.60793,1.05797,0.000465137,0.000465137,0.000465137
173,8924.83,1.214,0.4875,0.99415,0.93814,0.76218,0.79517,0.44529,1.51092,0.63793,1.05451,0.000464738,0.000464738,0.000464738
174,8976.46,1.21698,0.48363,0.9988,0.93268,0.80188,0.82222,0.4561,1.53007,0.64519,1.05867,0.000464337,0.000464337,0.000464337
175,9027.93,1.24831,0.50627,1.00131,0.92636,0.83159,0.85258,0.47622,1.52432,0.61738,1.05648,0.000463934,0.000463934,0.000463934
176,9079.48,1.23717,0.49044,0.99423,0.93799,0.82597,0.84391,0.47343,1.50611,0.6212,1.05102,0.000463528,0.000463528,0.000463528
177,9131.07,1.26263,0.49531,1.00053,0.94612,0.81299,0.83446,0.4675,1.51006,0.61621,1.04958,0.000463121,0.000463121,0.000463121
178,9182.73,1.2412,0.50105,1.00772,0.93267,0.88859,0.93069,0.52937,1.51388,0.61759,1.05503,0.000462712,0.000462712,0.000462712
179,9234.35,1.25739,0.50398,0.97966,0.92989,0.85987,0.88909,0.51204,1.49688,0.59769,1.04891,0.0004623,0.0004623,0.0004623
180,9285.87,1.2269,0.50331,0.98173,0.94551,0.82544,0.86399,0.50057,1.48797,0.61376,1.04751,0.000461887,0.000461887,0.000461887
181,9337.28,1.2194,0.49555,0.98595,0.94907,0.9384,0.95042,0.54098,1.51807,0.61721,1.05264,0.000461471,0.000461471,0.000461471
182,9388.71,1.21872,0.49218,0.98428,0.95118,0.87657,0.91001,0.51707,1.49895,0.60122,1.05217,0.000461054,0.000461054,0.000461054
183,9440.21,1.22731,0.48565,0.99092,0.93756,0.82087,0.84736,0.47693,1.50795,0.64113,1.05143,0.000460634,0.000460634,0.000460634
184,9491.67,1.25005,0.5021,0.98395,0.94465,0.81141,0.83868,0.46846,1.51885,0.60779,1.05391,0.000460212,0.000460212,0.000460212
