epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,469.667,2.21545,0.98814,1.04386,0.82491,0.44839,0.50565,0.2294,1.90116,0.88196,0.98486,0.000994614,0.000994614,0.000994614
49,478.938,2.02409,0.92318,1.03134,0.86225,0.47819,0.53775,0.26086,1.78517,0.80888,0.96327,0.000994383,0.000994383,0.000994383
50,488.617,2.06954,0.94859,1.03699,0.84746,0.48972,0.53288,0.25523,1.8141,0.8445,0.97216,0.000994147,0.000994147,0.000994147
51,497.883,2.25523,0.99724,1.04135,0.8325,0.49125,0.52844,0.24646,1.84626,0.86179,0.97848,0.000993906,0.000993906,0.000993906
52,507.413,2.17469,0.96757,1.05178,0.82668,0.439,0.499,0.23755,1.85299,0.89678,0.98599,0.00099366,0.00099366,0.00099366
53,516.639,2.12176,0.95722,1.06274,0.84407,0.43576,0.50933,0.23567,1.85574,0.88431,0.98163,0.00099341,0.00099341,0.00099341
54,525.902,1.95418,0.91387,1.01509,0.8457,0.44169,0.51639,0.23038,1.95171,0.88939,0.99336,0.000993154,0.000993154,0.000993154
55,534.974,1.92621,0.94859,1.01096,0.86519,0.43026,0.51483,0.24431,1.84953,0.84774,0.97634,0.000992894,0.000992894,0.000992894
56,544.206,2.04161,0.94939,1.07966,0.85493,0.4544,0.52661,0.25742,1.7508,0.82275,0.95825,0.000992629,0.000992629,0.000992629
57,553.51,2.03747,0.92892,1.0312,0.86563,0.4531,0.52442,0.26102,1.76705,0.84079,0.96276,0.000992359,0.000992359,0.000992359
58,563.221,2.1392,0.91988,1.03017,0.80423,0.44856,0.49515,0.23436,1.82158,0.92113,0.97088,0.000992085,0.000992085,0.000992085
59,572.327,2.033,0.90902,1.03936,0.75072,0.45174,0.47478,0.2197,1.84663,0.98516,0.97067,0.000991805,0.000991805,0.000991805
60,581.57,1.95231,0.88164,1.00884,0.85561,0.41832,0.50959,0.25948,1.74215,0.85431,0.95482,0.000991521,0.000991521,0.000991521
61,590.92,2.12327,0.94227,1.04841,0.51605,0.49887,0.52768,0.26458,1.71027,0.81201,0.94467,0.000991232,0.000991232,0.000991232
62,600.587,1.9234,0.88774,1.00426,0.84236,0.5033,0.54232,0.27048,1.76641,0.80692,0.96485,0.000990938,0.000990938,0.000990938
63,610.167,2.02354,0.88681,1.02302,0.87375,0.4519,0.52182,0.25237,1.86816,0.8518,0.98802,0.00099064,0.00099064,0.00099064
64,619.533,2.02435,0.93175,1.04321,0.83603,0.42152,0.4697,0.22216,1.93928,0.96396,1.00937,0.000990336,0.000990336,0.000990336
65,628.736,2.01649,0.89248,1.04652,0.8617,0.46003,0.5253,0.26539,1.73485,0.83962,0.97301,0.000990028,0.000990028,0.000990028
66,638.015,1.86058,0.86524,1.0126,0.84907,0.50577,0.54979,0.28416,1.68082,0.78518,0.95184,0.000989715,0.000989715,0.000989715
67,647.561,1.95781,0.88929,1.03362,0.89447,0.45022,0.52863,0.27129,1.71358,0.83742,0.95401,0.000989398,0.000989398,0.000989398
68,656.838,1.99545,0.90496,1.02907,0.86015,0.42358,0.51976,0.25957,1.69031,0.89998,0.95272,0.000989075,0.000989075,0.000989075
69,666.059,1.89227,0.86853,1.0066,0.86443,0.48721,0.53786,0.26614,1.73774,0.77393,0.95501,0.000988748,0.000988748,0.000988748
70,675.434,1.99382,0.86294,0.99788,0.81989,0.47516,0.50823,0.22999,1.84572,0.89987,0.96873,0.000988416,0.000988416,0.000988416
71,684.497,1.90125,0.86775,0.99911,0.72926,0.46104,0.48001,0.19695,2.04264,1.03179,0.99233,0.000988079,0.000988079,0.000988079
72,693.784,1.91877,0.88914,0.99879,0.53374,0.47184,0.53821,0.2695,1.69615,0.78442,0.94603,0.000987737,0.000987737,0.000987737
73,703.073,1.86655,0.81859,0.97228,0.50569,0.50731,0.53245,0.27242,1.63869,0.8318,0.93443,0.000987391,0.000987391,0.000987391
74,712.238,1.79968,0.81677,0.99159,0.52298,0.48575,0.53136,0.27494,1.68468,0.76901,0.94058,0.00098704,0.00098704,0.00098704
75,721.428,1.8397,0.80192,0.97613,0.88694,0.45459,0.52369,0.25863,1.79571,0.78084,0.95868,0.000986684,0.000986684,0.000986684
76,730.563,1.8319,0.8264,0.98329,0.88672,0.44311,0.52397,0.26632,1.71075,0.78246,0.95486,0.000986323,0.000986323,0.000986323
77,739.881,1.89003,0.82556,1.01775,0.87065,0.50551,0.56202,0.28358,1.68183,0.74624,0.95456,0.000985958,0.000985958,0.000985958
78,749.187,1.76693,0.83743,0.99995,0.90083,0.51514,0.58106,0.29219,1.66021,0.72316,0.95073,0.000985588,0.000985588,0.000985588
79,758.705,1.87949,0.82525,0.9916,0.89684,0.49558,0.57659,0.27965,1.71646,0.74997,0.95944,0.000985213,0.000985213,0.000985213
80,767.929,1.85581,0.83372,0.99541,0.84391,0.50608,0.54599,0.27811,1.66927,0.78915,0.95413,0.000984833,0.000984833,0.000984833
81,777.197,1.8149,0.80364,1.00572,0.8597,0.48284,0.52579,0.23601,1.87672,0.84466,0.98562,0.000984449,0.000984449,0.000984449
82,786.362,1.83314,0.80112,0.9977,0.85255,0.4822,0.52873,0.24997,1.74458,0.84997,0.96238,0.00098406,0.00098406,0.00098406
83,795.646,1.77319,0.81042,0.99463,0.86422,0.49292,0.5691,0.26672,1.74783,0.8055,0.95938,0.000983666,0.000983666,0.000983666
84,804.795,1.83394,0.8206,0.98091,0.89032,0.50252,0.60989,0.29814,1.66609,0.7569,0.94119,0.000983267,0.000983267,0.000983267
85,814.357,1.81108,0.81188,0.98138,0.5456,0.54079,0.58511,0.29511,1.68162,0.75588,0.93918,0.000982864,0.000982864,0.000982864
86,823.635,1.8681,0.81978,0.99634,0.88686,0.53861,0.59924,0.31004,1.61346,0.71993,0.93185,0.000982456,0.000982456,0.000982456
87,833.225,1.77202,0.79423,0.98082,0.88603,0.53767,0.60245,0.30487,1.63319,0.71833,0.93932,0.000982043,0.000982043,0.000982043
88,842.418,1.72388,0.77563,0.96821,0.84462,0.48692,0.54043,0.26433,1.71566,0.78675,0.95549,0.000981626,0.000981626,0.000981626
89,851.638,1.75717,0.76218,0.97303,0.88307,0.5194,0.57316,0.28597,1.70699,0.74138,0.95599,0.000981204,0.000981204,0.000981204
90,860.908,1.73501,0.75453,0.97426,0.57435,0.52753,0.5908,0.29786,1.66109,0.71623,0.94894,0.000980777,0.000980777,0.000980777
91,870.126,1.70105,0.73354,0.96211,0.55151,0.53371,0.58691,0.3012,1.62669,0.69837,0.94142,0.000980345,0.000980345,0.000980345
92,879.412,1.83069,0.87138,0.99034,0.88683,0.48213,0.55789,0.27044,1.77166,0.75106,0.95703,0.000979909,0.000979909,0.000979909
93,888.56,1.78984,0.76567,0.96624,0.91135,0.45065,0.54706,0.27486,1.6583,0.74711,0.94331,0.000979468,0.000979468,0.000979468
94,897.648,1.73138,0.75903,0.9834,0.87073,0.50209,0.5518,0.25365,1.83545,0.76746,0.97075,0.000979023,0.000979023,0.000979023
95,906.912,1.78448,0.78702,0.99087,0.87045,0.49867,0.55236,0.27239,1.71802,0.75549,0.95255,0.000978572,0.000978572,0.000978572
96,916.226,1.72567,0.72658,0.95855,0.87049,0.51312,0.56213,0.25166,1.8594,0.7798,0.96349,0.000978118,0.000978118,0.000978118
97,925.54,1.79076,0.75673,0.97809,0.88806,0.52523,0.56528,0.27502,1.71845,0.74126,0.94059,0.000977658,0.000977658,0.000977658
98,934.854,1.75398,0.74375,0.94773,0.90147,0.5238,0.59811,0.3011,1.58143,0.71114,0.92238,0.000977194,0.000977194,0.000977194
99,944.086,1.70902,0.75209,0.96959,0.90148,0.53354,0.60765,0.30671,1.59487,0.69638,0.92508,0.000976725,0.000976725,0.000976725
100,953.364,1.72122,0.76584,0.96979,0.92068,0.51128,0.59097,0.28644,1.74528,0.7169,0.94685,0.000976251,0.000976251,0.000976251
101,962.5,1.75499,0.73739,0.99066,0.91702,0.5408,0.60246,0.29727,1.62585,0.68787,0.93154,0.000975773,0.000975773,0.000975773
102,972.101,1.73484,0.73187,0.95618,0.88963,0.54786,0.60094,0.3123,1.57892,0.69365,0.93041,0.00097529,0.00097529,0.00097529
103,981.806,1.69134,0.77425,0.94887,0.90114,0.53384,0.60001,0.31194,1.56992,0.69925,0.92682,0.000974803,0.000974803,0.000974803
104,991.259,1.71308,0.71716,0.94916,0.9098,0.53222,0.60204,0.30768,1.58431,0.68155,0.92694,0.00097431,0.00097431,0.00097431
105,1000.48,1.81385,0.75786,0.96639,0.88739,0.52856,0.59949,0.31391,1.56401,0.70406,0.93002,0.000973814,0.000973814,0.000973814
106,1010.08,1.71614,0.71211,0.96109,0.8258,0.45058,0.51941,0.27063,1.62467,0.83668,0.94488,0.000973312,0.000973312,0.000973312
107,1019.33,1.77719,0.78312,0.95073,0.89426,0.43597,0.52584,0.2744,1.63491,0.77217,0.94344,0.000972806,0.000972806,0.000972806
108,1028.51,1.80273,0.80217,0.95569,0.86326,0.5329,0.56069,0.28751,1.62883,0.75179,0.93472,0.000972296,0.000972296,0.000972296
109,1037.85,1.88274,0.76614,0.95691,0.88264,0.54605,0.59218,0.31052,1.56839,0.70098,0.92463,0.00097178,0.00097178,0.00097178
110,1047.21,1.65242,0.72186,0.94916,0.83889,0.49666,0.54597,0.27936,1.61455,0.7826,0.93433,0.00097126,0.00097126,0.00097126
111,1056.42,1.57312,0.68685,0.94295,0.87483,0.47193,0.54939,0.28768,1.59072,0.761,0.93133,0.000970736,0.000970736,0.000970736
112,1065.67,1.67134,0.71516,0.95262,0.58643,0.48361,0.56276,0.2923,1.59794,0.70926,0.933,0.000970207,0.000970207,0.000970207
113,1074.98,1.66541,0.71223,0.94037,0.56014,0.48825,0.55445,0.26228,1.77668,0.77712,0.95584,0.000969673,0.000969673,0.000969673
114,1084.2,1.71242,0.71143,0.95142,0.87999,0.52178,0.62502,0.30411,1.6432,0.76097,0.93526,0.000969135,0.000969135,0.000969135
115,1093.38,1.74094,0.7179,0.95766,0.86595,0.52252,0.61812,0.30007,1.569,0.78499,0.92252,0.000968592,0.000968592,0.000968592
116,1102.65,1.6477,0.72368,0.95698,0.85245,0.50754,0.59614,0.2819,1.59726,0.83701,0.92643,0.000968045,0.000968045,0.000968045
117,1111.91,1.58865,0.69099,0.94627,0.89984,0.54704,0.65166,0.3248,1.56329,0.68917,0.92178,0.000967493,0.000967493,0.000967493
118,1121.61,1.64276,0.72344,0.95244,0.51036,0.53573,0.55558,0.28423,1.61458,0.77004,0.926,0.000966936,0.000966936,0.000966936
119,1130.84,1.67055,0.69783,0.93049,0.88016,0.52133,0.57332,0.29803,1.58204,0.72026,0.92099,0.000966375,0.000966375,0.000966375
120,1140.13,1.5873,0.66927,0.94631,0.87754,0.50191,0.57082,0.30289,1.57025,0.74115,0.92359,0.00096581,0.00096581,0.00096581
121,1149.4,1.61583,0.73593,0.94112,0.8359,0.53675,0.61775,0.29612,1.58029,0.76246,0.92879,0.000965239,0.000965239,0.000965239
122,1158.77,1.61115,0.68569,0.94489,0.5154,0.54327,0.5982,0.31142,1.55925,0.70452,0.92336,0.000964665,0.000964665,0.000964665
123,1168.03,1.55981,0.64834,0.92968,0.50797,0.6558,0.6135,0.31759,1.57226,0.68579,0.92175,0.000964085,0.000964085,0.000964085
124,1177.36,1.63844,0.66998,0.92848,0.54721,0.71166,0.62584,0.32629,1.52674,0.67658,0.91208,0.000963502,0.000963502,0.000963502
125,1186.99,1.62947,0.70159,0.95303,0.48889,0.66589,0.71066,0.35127,1.58721,0.67978,0.92699,0.000962913,0.000962913,0.000962913
126,1196.63,1.59076,0.69282,0.98115,0.88602,0.53394,0.59746,0.31778,1.54056,0.66271,0.92427,0.00096232,0.00096232,0.00096232
127,1205.87,1.57202,0.62948,0.93552,0.90114,0.51337,0.58758,0.31695,1.52247,0.68205,0.923,0.000961723,0.000961723,0.000961723
128,1215.06,1.54652,0.66679,0.9561,0.88213,0.55367,0.58656,0.32314,1.51912,0.68109,0.91914,0.000961121,0.000961121,0.000961121
129,1224.26,1.55577,0.64683,0.93964,0.86747,0.5433,0.58779,0.31679,1.54747,0.67492,0.91994,0.000960515,0.000960515,0.000960515
130,1233.41,1.60589,0.68647,0.9348,0.88593,0.52729,0.58874,0.30465,1.57799,0.70486,0.92271,0.000959904,0.000959904,0.000959904
131,1242.64,1.61384,0.70264,0.91528,0.87865,0.53843,0.58615,0.30493,1.57775,0.68573,0.92186,0.000959289,0.000959289,0.000959289
132,1251.87,1.68919,0.69361,0.94038,0.84592,0.56621,0.58852,0.30139,1.62644,0.68918,0.92811,0.000958669,0.000958669,0.000958669
133,1260.98,1.66604,0.69691,0.94661,0.55139,0.57016,0.60423,0.31904,1.54738,0.65708,0.91444,0.000958044,0.000958044,0.000958044
134,1270.2,1.6123,0.64625,0.93124,0.89514,0.55406,0.61121,0.31989,1.54467,0.67699,0.92022,0.000957416,0.000957416,0.000957416
135,1279.5,1.5904,0.65128,0.92599,0.86279,0.56038,0.65482,0.34231,1.52767,0.71132,0.9186,0.000956782,0.000956782,0.000956782
136,1288.74,1.49662,0.63711,0.91208,0.90077,0.53668,0.57699,0.30933,1.51984,0.70236,0.91816,0.000956145,0.000956145,0.000956145
137,1298.1,1.60363,0.66859,0.92262,0.91974,0.54643,0.60715,0.30746,1.61753,0.68041,0.93109,0.000955502,0.000955502,0.000955502
138,1307.41,1.51745,0.63436,0.93153,0.90741,0.55307,0.59439,0.31,1.55625,0.66278,0.92754,0.000954856,0.000954856,0.000954856
139,1316.71,1.60149,0.6527,0.93281,0.88546,0.55575,0.59018,0.30331,1.59794,0.68293,0.935,0.000954205,0.000954205,0.000954205
140,1325.99,1.56731,0.66152,0.93185,0.90708,0.51002,0.58225,0.30319,1.58258,0.70641,0.93384,0.000953549,0.000953549,0.000953549
141,1335.33,1.62541,0.64542,0.95001,0.89893,0.53564,0.59854,0.32169,1.53441,0.67709,0.91433,0.000952889,0.000952889,0.000952889
142,1344.58,1.51496,0.61708,0.92933,0.88984,0.55339,0.59942,0.3254,1.50971,0.65783,0.91601,0.000952225,0.000952225,0.000952225
143,1353.92,1.55017,0.648,0.92553,0.8856,0.55718,0.59916,0.31617,1.55245,0.67338,0.92359,0.000951556,0.000951556,0.000951556
144,1363.23,1.62358,0.64021,0.93192,0.61047,0.67464,0.68793,0.35163,1.56661,0.65389,0.92431,0.000950883,0.000950883,0.000950883
145,1372.98,1.71373,0.68503,0.94,0.60066,0.81153,0.72085,0.37852,1.52129,0.64532,0.918,0.000950206,0.000950206,0.000950206
146,1382.68,1.55844,0.69084,0.92401,0.61245,0.77906,0.73299,0.37193,1.57606,0.65093,0.92556,0.000949524,0.000949524,0.000949524
147,1391.91,1.59392,0.83434,0.93383,0.72267,0.66808,0.73417,0.38893,1.5043,0.64076,0.91825,0.000948837,0.000948837,0.000948837
148,1401.55,1.65428,0.65019,0.93878,0.66428,0.66785,0.68126,0.36295,1.53274,0.67622,0.91941,0.000948147,0.000948147,0.000948147
149,1410.85,1.61439,0.65552,0.94149,0.881,0.5624,0.61731,0.3244,1.53977,0.67466,0.91693,0.000947452,0.000947452,0.000947452
150,1420.03,1.52635,0.62156,0.92039,0.88544,0.57873,0.61669,0.32757,1.5646,0.67406,0.91349,0.000946752,0.000946752,0.000946752
151,1429.21,1.56272,0.64297,0.94603,0.8803,0.5789,0.6208,0.33356,1.54998,0.67449,0.91126,0.000946048,0.000946048,0.000946048
152,1438.77,1.58432,0.62516,0.92837,0.87871,0.54332,0.62734,0.33713,1.50222,0.65179,0.90213,0.00094534,0.00094534,0.00094534
153,1448.13,1.54411,0.65027,0.93168,0.87505,0.56331,0.6567,0.34197,1.55095,0.65553,0.90868,0.000944628,0.000944628,0.000944628
154,1457.46,1.6135,0.63073,0.93849,0.6475,0.66599,0.71456,0.35877,1.52832,0.63709,0.91236,0.000943911,0.000943911,0.000943911
155,1466.76,1.5923,0.62362,0.91736,0.55302,0.65626,0.71051,0.35072,1.53315,0.65232,0.91489,0.000943189,0.000943189,0.000943189
156,1476.02,1.5971,0.69331,0.92914,0.59801,0.72097,0.72077,0.35405,1.54976,0.65241,0.91689,0.000942464,0.000942464,0.000942464
157,1485.23,1.49717,0.61413,0.9205,0.66372,0.64689,0.66922,0.35273,1.50523,0.63478,0.909,0.000941734,0.000941734,0.000941734
158,1494.54,1.52004,0.6041,0.93216,0.53298,0.68127,0.69469,0.36028,1.51227,0.62786,0.91537,0.000941,0.000941,0.000941
159,1503.81,1.51831,0.64009,0.91576,0.9089,0.57766,0.72491,0.36452,1.53951,0.63646,0.92158,0.000940262,0.000940262,0.000940262
160,1513.03,1.48454,0.60338,0.9244,0.89505,0.56928,0.60814,0.32898,1.51879,0.63633,0.91717,0.000939519,0.000939519,0.000939519
161,1522.31,1.52631,0.63337,0.95205,0.88567,0.58118,0.61769,0.3368,1.49582,0.63536,0.91265,0.000938772,0.000938772,0.000938772
162,1531.6,1.45933,0.59371,0.92433,0.88691,0.56632,0.60838,0.33944,1.48791,0.63775,0.9128,0.00093802,0.00093802,0.00093802
163,1540.7,1.53605,0.60278,0.90571,0.5636,0.54105,0.6005,0.33653,1.45725,0.62867,0.90615,0.000937265,0.000937265,0.000937265
164,1549.94,1.54555,0.62541,0.91877,0.58214,0.52232,0.57842,0.32378,1.47233,0.66144,0.9058,0.000936505,0.000936505,0.000936505
165,1559.24,1.5644,0.60753,0.91848,0.56605,0.52661,0.58474,0.32281,1.47654,0.68782,0.90736,0.000935741,0.000935741,0.000935741
166,1568.59,1.48968,0.5991,0.92036,0.92155,0.51218,0.58349,0.32853,1.47675,0.68136,0.91117,0.000934973,0.000934973,0.000934973
167,1577.81,1.4789,0.5973,0.92877,0.91889,0.53038,0.60146,0.33385,1.46293,0.64455,0.91244,0.0009342,0.0009342,0.0009342
168,1587.08,1.47702,0.61434,0.93804,0.57787,0.57426,0.62682,0.34612,1.45326,0.61483,0.90874,0.000933423,0.000933423,0.000933423
169,1596.3,1.5245,0.60683,0.91865,0.63042,0.72539,0.69625,0.36056,1.53288,0.61308,0.91264,0.000932642,0.000932642,0.000932642
170,1605.57,1.45256,0.57501,0.90302,0.78118,0.72628,0.79626,0.41745,1.48095,0.60648,0.90516,0.000931857,0.000931857,0.000931857
171,1615.14,1.50045,0.61138,0.91836,0.64612,0.69882,0.78165,0.41232,1.49559,0.60887,0.90676,0.000931067,0.000931067,0.000931067
172,1624.29,1.4646,0.59702,0.91059,0.57476,0.7314,0.69861,0.36633,1.47889,0.61048,0.90145,0.000930274,0.000930274,0.000930274
173,1633.56,1.5233,0.58325,0.90547,0.54847,0.67985,0.67113,0.36076,1.50515,0.62353,0.90508,0.000929476,0.000929476,0.000929476
174,1642.7,1.47366,0.58867,0.90482,0.61238,0.6812,0.71461,0.3831,1.46667,0.61361,0.90269,0.000928674,0.000928674,0.000928674
175,1651.97,1.4717,0.60678,0.91971,0.6424,0.67263,0.72844,0.37687,1.48582,0.61018,0.90582,0.000927867,0.000927867,0.000927867
176,1661.24,1.51281,0.59052,0.90719,0.71241,0.72631,0.7766,0.40101,1.48246,0.60496,0.90695,0.000927057,0.000927057,0.000927057
177,1670.61,1.44422,0.57465,0.90145,0.68931,0.67124,0.71812,0.37336,1.49542,0.6144,0.90776,0.000926242,0.000926242,0.000926242
178,1679.89,1.4886,0.59972,0.91779,0.71371,0.67722,0.70495,0.38866,1.49425,0.63086,0.90785,0.000925423,0.000925423,0.000925423
179,1689.09,1.55479,0.60435,0.91844,0.65823,0.68095,0.74214,0.40599,1.48238,0.60449,0.90549,0.000924601,0.000924601,0.000924601
180,1698.29,1.50795,0.59497,0.91777,0.6429,0.67238,0.6795,0.36642,1.46093,0.5859,0.90195,0.000923774,0.000923774,0.000923774
181,1707.52,1.5085,0.59498,0.9236,0.9413,0.57489,0.63966,0.34322,1.50941,0.60942,0.90661,0.000922942,0.000922942,0.000922942
182,1716.74,1.54802,0.59057,0.92093,0.94336,0.59576,0.64344,0.35848,1.44983,0.5811,0.90003,0.000922107,0.000922107,0.000922107
183,1725.88,1.43949,0.57786,0.89811,0.94327,0.59535,0.64535,0.36055,1.45501,0.57664,0.90059,0.000921268,0.000921268,0.000921268
184,1735.15,1.53118,0.58452,0.90377,0.92488,0.59005,0.62153,0.32446,1.53972,0.60149,0.9095,0.000920424,0.000920424,0.000920424
185,1744.36,1.49767,0.58358,0.92237,0.8987,0.58857,0.61691,0.34398,1.47096,0.60971,0.90293,0.000919576,0.000919576,0.000919576
186,1753.7,1.47478,0.57528,0.89955,0.88381,0.57759,0.60763,0.33355,1.50563,0.63631,0.90878,0.000918725,0.000918725,0.000918725
